chrom	chromStart	chromEnd	gene symbol	strand	known	UCSC_cassette	NR	Under selection	UI len	exon len	DI len	minEvi (noEST)	inclusion	match known exon	overlap known exon	overlap CDS	AG/GU in hg19	hg19.cass	NMD classification	intron.phyloP	wobble.phyloP	GMM FDR
chr19	46909489	46950965	Nt5c2	-	1		1	0	26510	74	14713	11	0.996697688	1	1	1	1	CA-22978-21449-56827-56901-84501[INC][92/27]	NMD_in	0.30485	1.1198	0.526
chr19	46904974	46924335	Nt5c2	-	1	cassetteExon_5504	1	0	14713	59	4397	984	0.188281396	1	1	NA	1	CA-22978-56901-84501-84562-89600[INC][96/527]	NMD_in	0.9609775	1.393	0.0019
chr19	46897575	46898679	Nt5c2	-	1		1	1	100	194	658	282	0.046911699	1	1	NA	1	CA-22978-95262-95363-95555-96287[INC][3/97]	NMD_in	1.55923	2.23673	9.12E-09
chr2	106744699	106783858	Mpped2	+	1		1	1	29693	96	8962	107	0.017821782	1	1	NA	1		NMD_in	0.9172925	1.93019	0.00328
chr8	122908667	122974792	Ankrd11	-	1		1	0	58683	145	7094	7	0.99899353	1	1	1	1		NMD_in	-0.2094425	0.945633	0.395
chr8	122899978	122908806	Ankrd11	-	1	cassetteExon_10917	1	0	7969	97	452	2530	0.335854565	1	1	1	1	CA-29123-188356-201784-201881-202378[INC][3/38]	NMD_in	0.17723	1.17888	0.543
chr9	13749281	13782382	Mtmr2	+	1	cassetteExon_10982	1	0	11017	71	21788	220	0.097402597	1	1	NA	1	CA-8898-3333-12895-12966-38946[INC][85/91][UPT]	NMD_in	0.4969325	2.27979	0.0218
chr1	74578122	74585697	Zfp142	-	1		1	0	5977	82	1037	15	0.983991462	1	1	1	1	CA-sr-chr2r-697[INC][27|470/52]	NMD_in	0.834565	0.353593	0.00155
chr13	112288450	112318547	Ankrd55	+	1	cassetteExon_2936	1	0	28731	106	605	19	0.056372549	1	1	NA	1		NMD_in	-0.068657	-0.210722	0.818
chr3	116788525	116791209	Agl	-	1	cassetteExon_7098	1	0	1130	105	1063	0	0.001469508	1	1	NA	1		NMD_in	0.2117541	0.00365714	0.624
chr1	83362228	83408200	Sphkap	-	1	cassetteExon_251	1	0	23007	79	22565	1959	0.729960714	1	1	1	1	CA-sr-chr2r-367[INC][40|40/775]	NMD_in	0.32735	0.991115	0.548
chr16	37015078	37017355	Polq	+	1	cassetteExon_4067	1	0	1103	96	790	38	0.310861423	1	1	NA	1		NMD_in	0.378244	1.25128	0.416
chr18	10588438	10596441	Esco1	-	1	cassetteExon_4947	1	0	463	2130	5195	47	0.963509317	1	1	1	1		NMD_in	0.29969	0.762468	0.623
chr18	10577000	10582186	Esco1	-	1	cassetteExon_4945	1	1	4295	122	547	292	0.187301587	1	1	NA	1	CA-sr-chr18r-1161[INC][68|98/358]	NMD_in	1.696645	2.5121	2.81E-10
chr1	156887946	156900636	Ralgps2	-	1	cassetteExon_520	1	0	7573	105	4877	780	0.270176545	1	1	NA	1	CA-sr-chr1f-6826[INC][5|2/464]	NMD_in	0.4044425	1.36986	0.347
chr17	86001430	86040364	Srbd1	-	1	cassetteExon_4896	1	0	36338	107	2239	0	0.998750781	1	1	1	1		NMD_in	0.637285	1.03557	0.128
chr7	98979635	98988244	Uvrag	-	1	cassetteExon_10037	1	1	3917	176	4289	16	0.004920049	1	1	NA	1	CA-7405-196700-200759-200935-204647[INC][3/26]	NMD_in	0.9514	1.87571	0.00211
chr7	98886750	98906583	Uvrag	-	1	cassetteExon_10036	1	0	6488	354	11057	0	0.000441599	1	1	NA	1		NMD_in	0.814217	0.203814	0.00121
chr18	34605473	34606466	Brd8	-	1		1	1	433	59	239	280	0.039820924	1	1	NA	1	CA-sr-chr5r-1315[INC][9|15/2838]	NMD_in	0.9381	1.95285	0.00231
chr11	79241983	79244563	Wsb1	-	1		1	1	887	176	1243	241	0.735610843	1	1	1	1	CA-26118-15803-16664-16840-18020[INC][1/29]	NMD_in	1.48036	2.41841	7.16E-08
chr17	36267124	36269066	Trim39	-	1	cassetteExon_4705	1	0	616	291	481	10	0.011081162	1	1	1	1		NMD_in	0.0771785	-0.189198	0.73
chr16	35943368	35948354	Parp9	+	1		1	0	2366	184	1548	4	0.065989848	1	1	NA	1		NMD_in	0.1558565	0.176419	0.751
chr8	69859079	69870182	Pbx4	+	1	cassetteExon_10649	1	0	7314	136	3425	229	0.803602058	1	1	1	1		NMD_in	0.05568	0.3935	0.816
chr8	69859079	69866603	Pbx4	+	1	cassetteExon_10648	1	0	5744	117	1453	142	0.159066808	1	1	1	1		NMD_in	0.19442435	0.164	0.705
chr4	130701041	130728164	Pum1	+	1	cassetteExon_7802	1	1	17043	109	9735	64	0.539416903	1	1	1	1	CA-sr-chr1r-6820[INC][1702|7/352]	NMD_in	1.494865	2.85551	4.08E-08
chr12	8698090	8706041	Pum2	+	1	cassetteExon_2106	1	1	904	125	6744	633	0.179158932	1	1	NA	1	CA-23369-3074-3998-4123-11738[INC][3/32][UPT]	NMD_in	1.1293125	2.3285	7.62E-05
chr1	55014482	55016490	Sf3b1	-	1		1	1	1451	56	306	350	0.083900365	1	1	1	1	CA-23451-17620-19096-19152-19459[INC][3/128]	NMD_in	2.10012	2.56037	1.03E-15
chr15	50830828	50889715	Trps1	-	1	cassetteExon_3519	1	0	42661	929	14055	0	1	1	1	1	1		NMD_in	0.1363925	1.43999	0.352
chr9	82915295	82926531	Phip	-	1	cassetteExon_11358	1	1	10372	63	537	421	0.254768005	1	1	NA	1	CA-sr-chr6r-2036[INC][34|37/261]	NMD_in	1.729995	2.44114	1.09E-10
chr9	55242060	55280983	Nrg4	-	1	cassetteExon_11184	1	0	31720	74	6888	1	0.757575758	1	1	NA	1	CA-145957-6245-46220-46316-53470[INC][10/7]	NMD_in	0.35306	1.58804	0.272
chr9	44134660	44136648	Mcam	+	1		1	0	344	175	1242	3	0.007486631	1	1	NA	1		NMD_in	0.3462275	0.45922	0.536
chr8	112005631	112011278	Kars	-	1	cassetteExon_10868	1	0	2823	180	2418	2962	0.198624085	1	1	1	1	CA-3735-3110-6225-6405-8964[INC][66/196][UPT]	NMD_in	0.3132585	1.31484	0.432
chr3	144590611	144596951	15-Sep	+	1		1	0	4225	50	1872	17	0.999688408	1	1	1	1	CA-9403-36763-49322-49372-53819[INC][377/37][DNT]	NMD_in	0.110798	0.736706	0.751
chr16	13940694	13944736	Mpv17l	+	1	cassetteExon_3910	1	0	1096	54	2492	282	0.117273552	1	1	NA	1		NMD_in	-0.15418	-0.378722	0.807
chr10	62646913	62651129	Ddx50	-	1	cassetteExon_969	1	0	3381	110	332	2337	0.324742578	1	1	NA	1	CA-79009-3194-7948-8060-8433[INC][7/63][UPT]	NMD_in	0.579225	1.26854	0.191
chr13	14377657	14523190	Hecw1	-	1	cassetteExon_2620	1	1	88332	58	56451	831	0.647881356	1	1	1	1	CA-23072-3339-134276-134334-202164[INC][4/1][UPT]	NMD_in	0.712763	1.8148	0.0377
chr1	172188938	172192637	Dcaf8	+	1	cassetteExon_601	1	0	1774	236	1438	3	0.000863392	1	1	NA	1		NMD_in	0.1657775	0.381519	0.764
chr1	38873948	38884481	Chst10	-	1	cassetteExon_99	1	0	1731	130	8448	10	0.001501012	1	1	1	1		NMD_in	0.02162585	-0.183349	0.781
chr10	128091612	128109031	Baz2a	+	1		1	0	4603	144	12370	2	0.991666667	1	1	NA	1	CA-sr-chr12r-2514[INC][3|79/22]	NMD_in	0.0612069	0.466761	0.809
chr10	127208869	127211533	Pip4k2c	-	1		1	0	227	83	2060	42	0.007360673	1	1	NA	1		NMD_in	0.19936	-0.00811111	0.639
chr8	23123831	23132634	Ank1	+	1		1	0	7459	117	542	260	0.159831122	1	1	NA	1		NMD_in	-0.1090125	0.118872	0.839
chr5	96797400	96811137	Anxa3	+	1		1	0	1430	112	12054	5	0.003396917	1	1	NA	1		NMD_in	0.0043525	0.00263158	0.822
chr18	34221251	34268379	Apc	+	1		1	1	39728	153	7140	505	0.556708673	1	1	1	1	CA-324-3378-50368-50521-61821[INC][5/10][UPT]	NMD_in	0.7032595	2.03237	0.0241
chr15	99591160	99592826	Aqp5	+	1		1	0	542	82	403	0	0	1	1	NA	1		NMD_in	0.3407425	0.925214	0.548
chrX	20853912	20857788	Araf	+	1	cassetteExon_11718	1	0	3295	112	89	8	0.078415521	1	1	NA	1		NMD_in	-0.0396759	0.139081	0.838
chr7	102097307	102098510	Art5	-	1	cassetteExon_10081	1	0	281	154	440	1	0.931034483	1	1	1	1		NMD_in	0.7704865	0.716843	0.0165
chr2	73842359	73850717	Atf2	-	1	cassetteExon_5911	1	0	4213	179	3750	66	0.573772905	1	1	1	1		NMD_in	0.2792865	0.937898	0.609
chr17	26682677	26695484	Atp6v0e	+	1		1	0	11753	103	773	158	0.026632561	1	1	NA	1		NMD_in	-0.0266975	0.199314	0.836
chr5	99961001	99962612	Hnrnpd	-	1		1	1	310	107	764	133	0.008852741	1	1	NA	1	CA-3184-21693-21995-22102-22842[INC][2/261][DNT]	NMD_in	2.569195	2.26697	3.64E-24
chr17	27021166	27022582	Bak1	-	1	cassetteExon_4427	1	0	756	20	315	955	0.614063447	1	1	NA	1	CA-578-7996-8768-8788-9079[INC][3/20]	NMD_in	0.1582395	0.927286	0.678
chr9	114401147	114421749	Glb1	+	1	cassetteExon_11562	1	0	19083	151	1185	0	1	1	1	1	1		NMD_in	-0.0165516	0.141059	0.835
chr9	69997080	69999270	Bnip2	+	1		1	1	990	86	760	545	0.122442748	1	1	NA	1	CA-663-12852-13609-13696-14356[INC][3/135]	NMD_in	1.015645	1.904	0.000787
chr2	52477691	52558611	Cacnb4	-	1	cassetteExon_5819	1	1	1907	160	78390	347	0.304505814	1	1	1	1	CA-785-128411-130375-130535-218709[INC][1/9][UPT]	NMD_in	0.85246	2.01533	0.00628
chr6	42276694	42279926	Casp2	+	1		1	1	84	61	2846	500	0.264258555	1	1	1	1	CA-835-15080-15165-15226-18569[INC][3/19]	NMD_in	1.12692	2.12325	0.000105
chr4	13751296	13835770	Runx1t1	+	1	cassetteExon_7305	1	1	19627	170	64087	149	0.681063123	1	1	1	1	CA-862-11199-30089-30262-88863[INC][51/51][UPT]	NMD_in	0.854825	2.28337	0.00299
chr4	13771375	13835770	Runx1t1	+	1		1	0	13428	168	50491	0	0.112911392	1	1	1	1	CA-862-30262-43517-43681-88863[INC][3/97]	NMD_in	0.9725225	1.15154	0.00113
chr17	8245107	8257141	Ccr6	+	1	cassetteExon_4287	1	0	10553	115	96	0	NA	1	1	1	1		NMD_in	-0.1763075	-0.474744	0.789
chr12	84396678	84405475	Entpd5	-	1	cassetteExon_2301	1	0	5993	73	2381	635	0.383911757	1	1	NA	1		NMD_in	0.17668225	0.17316	0.728
chr4	155625530	155626889	Cdk11b	+	1		1	0	72	47	1000	966	0.267862814	1	1	1	1		NMD_in	0.7872575	1.20919	0.0258
chr5	106974600	106975660	Cdc7	+	1	cassetteExon_8516	1	0	212	159	417	5	0.012062726	1	1	NA	1		NMD_in	0.5599455	0.219811	0.0944
chr19	3864647	3875788	Chka	+	1	cassetteExon_5233	1	1	6243	60	4672	94	0.080069843	1	1	1	1	CA-sr-chr11r-1970[INC][7|25/652]	NMD_in	1.17396	2.1586	4.36E-05
chr16	20734685	20735258	Chrd	+	1	cassetteExon_3979	1	0	88	108	147	106	0.147310206	1	1	NA	1		NMD_in	0.4041425	0.988722	0.457
chr11	51267170	51272022	Clk4	+	1		1	1	833	67	3568	472	0.217280813	1	1	NA	1	CA-sr-chr5r-226[INC][250|23/909]	NMD_in	0.6166325	1.54305	0.119
chr13	24436619	24439257	Cmah	+	1	cassetteExon_2648	1	0	909	35	1420	0	NA	1	1	NA	1		NMD_in	-0.01336	-0.328917	0.761
chr3	114133135	114138453	Col11a1	+	1		1	0	4981	16	213	225	0.348733234	1	1	1	1	CA-1301-127359-131884-131900-132061[INC][1/9]	NMD_in	0.2100271	0.5918	0.727
chr1	24410195	24451797	Col19a1	-	1	cassetteExon_53	1	0	34670	80	6762	2	0.004508566	1	1	NA	1		NMD_in	0.37644	-0.126222	0.241
chr8	11202893	11206403	Col4a1	-	1	cassetteExon_10466	1	0	1673	17	1527	644	0.090946361	1	1	NA	1		NMD_in	-0.1585375	0.209167	0.821
chr2	30412982	30415518	Crat	-	1		1	0	1315	137	613	1	0.001518109	1	1	NA	1		NMD_in	0.2900675	1.14052	0.528
chr2	30412982	30415333	Crat	-	1		1	0	1417	149	382	2	0.032154341	1	1	NA	1		NMD_in	0.521855	-0.08734	0.0606
chr3	107756616	107760242	Csf1	-	1		1	0	2896	140	249	12	0.023166023	1	1	NA	1		NMD_in	0.0390744	-0.0233617	0.803
chr2	181548669	181552245	Dnajc5	+	1	cassetteExon_6675	1	0	84	75	272	2715	0.076931584	1	1	NA	1		NMD_in	0.45688	1.28516	0.327
chr5	33266882	33274958	Ctbp1	-	1	cassetteExon_8252	1	0	5144	193	2404	2565	0.876182661	1	1	1	1	CA-1487-3205-10601-10796-13783[INC][33/20][UPT]	NMD_in	-0.0818025	0.666094	0.735
chr9	90054536	90062787	Ctsh	+	1		1	0	5844	32	2206	3	0.997291196	1	1	1	1	CA-sr-chr15r-688[INC][1263|5/4]	NMD_in	0.04823685	0.627818	0.784
chr7	144449559	144452137	Cttn	-	1		1	0	2005	85	321	80	0.015672178	1	1	NA	1	CA-sr-chr11f-3119[INC][145|101/1376]	NMD_in	0.01997	0.161143	0.828
chr15	82455073	82456475	Cyp2d9	+	1		1	0	521	188	374	0	NA	1	1	1	1		NMD_in	-0.1659145	0.148333	0.826
chr1	153475662	153478189	Dhx9	-	1		1	1	1478	139	714	1068	0.08188638	1	1	NA	1	CA-1660-17875-19273-19410-20228[INC][5/63]	NMD_in	1.334815	2.27755	1.78E-06
chr16	31842769	31847669	Dlg1	+	1	cassetteExon_4034	1	1	3997	97	702	288	0.046229071	1	1	1	1	CA-sr-chr3r-117[INC][230|291/4024]	NMD_in	1.38243	2.35528	6.88E-07
chr16	31846833	31853884	Dlg1	+	1	cassetteExon_4035	1	1	702	34	6173	288	0.7865068	1	1	1	1	CA-sr-chr3r-122[INC][291|4197/455]	NMD_in	1.35879	2.68155	8.04E-07
chr2	153678470	153687730	Dnmt3b	+	1	cassetteExon_6438	1	0	5802	119	1780	0	0.341463415	1	1	1	1		NMD_in	0.06449	1.86623	0.065
chr18	34357091	34372498	Reep5	-	1		1	0	8267	28	6879	8	0.000201044	1	1	NA	1		NMD_in	0.06588755	-0.0882222	0.772
chr18	20048274	20050205	Dsc2	-	1	cassetteExon_4975	1	0	1188	35	388	19	0.504950495	1	1	NA	1	CA-sr-chr18r-944[INC][34|30/25]	NMD_in	0.307775	0.844083	0.602
chr16	23108718	23110343	Eif4a2	+	1		1	0	1133	169	80	11	0.999735176	1	1	1	1	CA-1974-4125-5311-5480-5592[INC][470/1]	NMD_in	0.191088115	0.906018	0.676
chr16	23111816	23113948	Eif4a2	+	1		1	1	454	111	705	845	0.013193851	1	1	1	1	CA-1974-7311-7738-7849-8553[INC][8/173]	NMD_in	1.34331	2.20357	1.56E-06
chr6	65074761	65084003	Smarcad1	+	1		1	0	540	147	7966	15	0.00592454	1	1	NA	1		NMD_in	1.0568175	1.32773	0.000288
chr5	107821704	107842300	Evi5	-	1		1	0	4624	26	15526	82	0.09935739	1	1	NA	1	CA-sr-chr1r-4411[INC][8|6/358]	NMD_in	0.40706	0.559333	0.445
chr1	14283120	14304474	Eya1	-	1	cassetteExon_35	1	1	1527	128	19571	119	0.823573017	1	1	1	1	CA-2138-8771-10323-10451-31058[INC][27/2]	NMD_in	0.6203775	1.75312	0.082
chr2	165664785	165682882	Eya2	+	1		1	0	370	147	17433	8	0.033536585	1	1	NA	1		NMD_in	0.1019688	1.0079	0.639
chr4	117582599	117589157	Eri3	+	1		1	1	5068	196	1117	187	0.007118461	1	1	NA	1		NMD_in	1.513295	2.64571	3.37E-08
chr6	47545675	47547436	Ezh2	-	1		1	1	514	82	832	295	0.050487013	1	1	NA	1	CA-2146-67754-68290-68372-69232[INC][1/58]	NMD_in	0.8537525	1.75071	0.00956
chr13	54096730	54104851	Sfxn1	+	1		1	0	7263	20	738	43	0.007840035	1	1	NA	1		NMD_in	-0.0895175	0.183429	0.837
chr17	63941290	63973157	Fert2	+	1	cassetteExon_4814	1	0	102	175	31307	24	0.013383423	1	1	NA	1	CA-sr-chr5f-1808[INC][8|5/210]	NMD_in	0.63245	0.942966	0.128
chr8	25562137	25564484	Fgfr1	+	1	cassetteExon_10530	1	1	1045	151	815	2	0.003463715	1	1	1	1	CA-sr-chr8r-2401[INC][22|2/1430]	NMD_in	0.69339	2.11578	0.0199
chr8	25563373	25566913	Fgfr1	+	1	cassetteExon_10531	1	1	815	145	2226	2	0.998938992	1	1	1	1	CA-sr-chr8r-2403[INC][2|1281/2]	NMD_in	0.609686	1.50894	0.128
chr7	130218997	130228792	Fgfr2	-	1		1	0	1393	117	7991	0	0	1	1	NA	1		NMD_in	-0.073935	-0.314026	0.799
chr7	130198418	130201173	Fgfr2	-	1	cassetteExon_10284	1	1	1077	148	1194	22	0.011280039	1	1	1	1	CA-2263-81480-82629-82777-83995[INC][3/26]	NMD_in	0.95152	1.75456	0.00233
chr7	130196171	130199905	Fgfr2	-	1	cassetteExon_10283	1	1	1194	145	2044	8	0.992467043	1	1	1	1	CA-2263-82777-83995-84140-86139[INC][1/18]	NMD_in	1.1330575	1.89154	0.000107
chr11	78049477	78054875	Flot2	+	1	cassetteExon_1737	1	1	3803	91	1331	571	0.196080652	1	1	1	1	CA-2319-11753-14750-14841-16382[INC][1/90]	NMD_in	0.8358695	2.52123	0.00148
chr11	78053362	78055880	Flot2	+	1		1	1	1331	91	881	571	0.671619163	1	1	1	1	CA-2319-14841-16382-16473-17466[INC][2/1]	NMD_in	0.7847975	2.37077	0.00415
chr1	71597280	71598463	Fn1	-	1		1	1	626	106	254	20	0.930786517	1	1	1	1		NMD_in	1.28448	1.53974	2.62E-06
chr17	34116197	34117211	Brd2	-	1	cassetteExon_4516	1	1	218	92	262	2228	0.129853346	1	1	NA	1	CA-6046-9106-9361-9453-9724[INC][19/62]	NMD_in	0.878865	2.25868	0.00246
chr4	25619618	25799805	Fut9	-	1	cassetteExon_7324	1	0	90474	87	88207	21	0.990813648	1	1	NA	1	CA-sr-chr6f-2813[INC][654|801/17]	NMD_in	0.096995	0.703828	0.762
chr7	51926402	51936617	Gas2	+	1		1	0	4819	63	5127	374	0.363896848	1	1	NA	1	CA-sr-chr11f-852[INC][53|11/43]	NMD_in	0.4562175	1.47376	0.267
chr9	107620419	107635343	Gnai2	-	1		1	0	616	85	13936	3	0.000117055	1	1	NA	1		NMD_in	0.0693675	0.183655	0.811
chr2	174284603	174334284	Gnas	+	1	cassetteExon_6606	1	0	3013	96	45625	34	0.040332147	1	1	NA	1		NMD_in	0.268975	0.08175	0.555
chr3	80690403	80692532	Gria2	-	1	cassetteExon_6851	1	1	850	115	801	2495	0.341303654	1	1	1	1	CA-2891-142560-143426-143541-143954[INC][1/12]	NMD_in	1.407165	2.47008	3.45E-07
chr3	80691319	80692532	Gria2	-	1	cassetteExon_6852	1	1	541	41	268	526	0.038897397	1	1	NA	1	CA-2891-142560-143125-143166-143426[INC][6/10]	NMD_in	1.47895	2.28371	7.26E-08
chr3	80689102	80691434	Gria2	-	1	cassetteExon_6850	1	1	801	115	1052	2495	0.46822554	1	1	1	1	CA-sr-chr4f-2790[INC][143|7726/10137]	NMD_in	2.01898	2.483	1.72E-14
chr9	4432772	4456252	Gria4	-	1		1	1	15100	39	7978	150	0.103599222	1	1	NA	1	CA-2893-326896-338390-338429-358874[INC][2/5]	NMD_in	1.467615	2.053	7.86E-08
chr11	102206906	102218487	Hdac5	-	1	cassetteExon_1887	1	0	4379	112	6758	1164	0.239516941	1	1	NA	1		NMD_in	0.144155	0.0740263	0.741
chr3	87913312	87914237	Hdgf	+	1		1	1	389	70	141	914	0.035053936	1	1	NA	1	CA-3068-10441-10878-10948-11100[INC][7/223]	NMD_in	1.32733	1.90333	1.87E-06
chr3	103754200	103758760	Hipk1	-	1		1	0	1784	127	2301	12	0.004377006	1	1	NA	1		NMD_in	0.6822925	1.38819	0.0827
chr7	28815279	28818532	Hnrnpl	+	1		1	1	1982	70	1056	751	0.046424882	1	1	1	1	CA-3191-11498-13657-13727-14780[INC][4/40]	NMD_in	1.78175	2.5193	2.68E-11
chr6	52245984	52246808	Hoxa11as	+	1	cassetteExon_8998	1	0	114	217	131	0	NA	1	1	NA	1		NMD_in	0.6246755	1.26074	0.14
chr9	45266454	45269149	Il10ra	-	1	cassetteExon_11122	1	0	1785	121	457	8	0.972413793	1	1	1	1		NMD_in	-0.141185	0.19025	0.828
chr18	12976468	12982175	Impact	+	1		1	0	1040	96	4422	9	0.00079775	1	1	NA	1		NMD_in	0.30126	0.536938	0.622
chr15	43278307	43282706	Eif3e	-	1		1	0	1044	48	3088	12	0.001580042	1	1	NA	1		NMD_in	0.078425	0.1545	0.805
chr4	48389958	48392693	Invs	+	1	cassetteExon_7404	1	0	1165	110	1169	87	0.513157895	1	1	NA	1		NMD_in	0.124505	0.492722	0.787
chr9	36754805	36763397	Stt3a	-	1		1	0	4469	146	3825	0	1	1	1	1	1		NMD_in	0.2769275	1.42514	0.382
chr16	91854572	91863378	Itsn1	+	1	cassetteExon_4217	1	0	6538	46	2017	40	0.985082976	1	1	1	1	CA-6453-179844-187338-187384-190144[INC][3/15]	NMD_in	0.185822	1.45333	0.359
chr14	23509789	23526816	Kcnma1	-	1	cassetteExon_3099	1	1	97	92	16635	10	0.002869757	1	1	1	1	CA-sr-chr10r-1968[INC][10|10/2563]	NMD_in	0.8949275	2.35223	0.00159
chr1	136172802	136174418	Kif21b	+	1	cassetteExon_461	1	0	469	180	385	3927	0.723577236	1	1	1	1	CA-sr-chr1r-1327[INC][10468|6214/1048]	NMD_in	0.168945	1.22348	0.515
chr5	64822878	64827270	Klf3	+	1	cassetteExon_8336	1	0	3774	79	227	65	0.038961039	1	1	NA	1	CA-sr-chr4f-801[INC][27|32/992]	NMD_in	0.5260825	1.85519	0.101
chr5	74660101	74677872	Lnx1	-	1	cassetteExon_8377	1	0	16953	249	84	0	0.28	1	1	NA	1		NMD_in	0.1803887	0.13353	0.715
chr4	137616357	137621259	Usp48	+	1		1	0	3415	52	1087	130	0.056024559	1	1	NA	1		NMD_in	0.555862	1.25883	0.218
chr15	84232042	84271320	Parvb	+	1		1	0	28459	229	10356	20	0.009787627	1	1	NA	1		NMD_in	0.0331405	-0.163382	0.778
chr2	156177335	156179240	Rbm39	-	1	cassetteExon_6483	1	1	224	73	1494	3204	0.192808229	1	1	NA	1	CA-9584-4513-4739-4812-6319[INC][120/104]	NMD_in	2.17798	2.45396	4.00E-17
chr2	156172827	156177385	Rbm39	-	1		1	1	3167	72	1074	827	0.056148988	1	1	NA	1	CA-9584-6369-11079-11151-13201[INC][8/231]	NMD_in	1.29703	2.3735	3.46E-06
chr2	156172827	156177385	Rbm39	-	1		1	0	878	55	3380	227	0.018970844	1	1	NA	1		NMD_in	-0.002713	0.0201579	0.826
chr19	11668296	11691030	Oosp1	-	1		1	0	2093	182	20250	0	NA	1	1	1	1		NMD_in	0.1586275	0.173217	0.748
chr18	70593202	70616655	Mbd2	+	1		1	1	935	124	22165	186	0.023233004	1	1	NA	1	CA-sr-chr18r-451[INC][196|227/2095]	NMD_in	1.207395	2.5319	1.40E-05
chrX	74036981	74085636	Mecp2	-	1	cassetteExon_11832	1	1	5477	124	42576	1396	0.582735724	1	1	1	1	CA-4204-3128-8423-8547-68180[INC][28/13][UPT]	NMD_in	1.57775	2.37659	6.82E-09
chr7	67268268	67295578	Mef2a	-	1	cassetteExon_9914	1	0	1634	147	25193	0	0.001033668	1	1	NA	1		NMD_in	0.25639	0.479837	0.68
chr2	18071124	18101512	Mllt10	+	1		1	0	11306	215	18732	20	0.232628399	1	1	NA	1	CA-8028-7741-26449-26653-55122[INC][2/27]	NMD_in	0.319005	0.658236	0.602
chr10	3425733	3463475	Ppp1r14c	+	0		1	0	24731	136	12755	76	0.01065956			0	1		NMD_in	0.0553975	-0.0212174	0.794
chr10	6788569	6850107	Oprm1	+	0	cassetteExon_753	1	0	40818	521	19308	1	0.988826816	EX-18390-44376-44897[.][49]	EX-18390-44376-44897[.][49]||uc007egf.1_2	1	1	CA-4988-32339-83456-83977-111187[INC][1/1][UPT][DNT]	NMD_in	0.0382675	0.386489	0.82
chr10	7701609	7706042	Lats1	+	0		1	1	1154	67	1118	9	0.016525424			0	1		NMD_in	0.945435	2.15505	0.00152
chr10	7705459	7710647	Lats1	+	0		1	0	1306	59	3057	7	0.00394124			0	1	CA-sr-chr6r-384[INC][17|13/497]	NMD_in	0.359128	0.7171	0.542
chr10	20329309	20332261	Bclaf1	+	0		1	1	1951	62	678	2	0.00030155			0	1	CA-9774-20857-22468-22529-23239[INC][1/56]	NMD_in	1.45412	2.2059	1.20E-07
chr10	20968987	20971001	Ahi1	+	0		1	0	437	153	1085	5	0.000781358			0	1		NMD_in	0.0516235	0.118294	0.815
chr10	28564094	28566679	Ptprk	+	0		1	1	989	133	1266	8	0.147435897			1	1		NMD_in	1.0979525	2.01213	0.00019
chr10	39854698	39859221	Rev3l	+	0		1	0	1764	143	2391	9	0.002699247			0	1		NMD_in	-0.081585	0.0390208	0.84
chr10	40466637	40469722	Cdk19	+	0		1	0	2501	66	242	3	6.00E-04			0	1		NMD_in	0.12919	-0.000363636	0.737
chr10	50617711	50638028	Ascc3	+	0		1	0	16761	69	2806	105	0.139013453			0	1		NMD_in	0.168355	0.35187	0.761
chr10	58256746	58258308	Gcc2	+	0		1	0	957	113	266	22	0.012225888			0	1		NMD_in	0.210042	-0.207389	0.516
chr10	67249629	67254583	Jmjd1c	+	0		1	0	3423	223	999	150	0.035006732			0	1	CA-sr-chr10r-2545[INC][33|30/1462]	NMD_in	0.5588875	0.623254	0.19
chr10	69266186	69270873	Rhobtb1	+	0		1	0	2552	38	940	2	0.007137193			0	1		NMD_in	0.07426655	0.27425	0.813
chr10	75154897	75157197	Bcr	+	0		1	0	604	45	1362	9	0.001362133			0	1		NMD_in	0.00695166	-0.446133	0.692
chr10	75230681	75241218	Specc1l	+	0		1	0	7400	106	2687	7	0.002794272			0	1		NMD_in	0.0336075	-0.000771429	0.81
chr10	76546762	76547540	Lss	+	0		1	0	144	61	370	7	0.00230614			0	1		NMD_in	-0.5570315	-0.84585	0.504
chr10	79860116	79860969	Ptbp1	+	0		1	0	252	56	321	120	0.071628428			0	1	CA-sr-chr19f-54[INC][94|51/472]	NMD_in	-0.010955	0.285158	0.832
chr10	80170693	80172512	Cirbp	+	0		1	0	217	88	1344	110	0.941478929		NM_007705_6	1	1		NMD_in	0.402475	1.03197	0.452
chr10	80826695	80828633	Oaz1	+	0		1	0	1331	146	78	444	0.981970275	EX-100041965-7581-7727[.][1]	uc011xiy.1_0||EX-100041965-7581-7727[.][1]||EX-18245-4581-4686[.][2]||EX-18245-4581-4978[.][1]||EX-18245-4587-4727[.][11]	1	1	CA-4946-3224-4864-5010-5261[INC][1179/5][UPT]	NMD_in	-0.4675145	1.35198	0.0051
chr10	81310678	81311726	Pip5k1c	+	0		1	0	426	29	303	6	0.000290574			0	1		NMD_in	-0.323534	0.00233333	0.756
chr10	81577628	81580331	Tle2	+	0		1	0	971	82	1512	28	0.031986532			0	1		NMD_in	0.14402	-0.0317778	0.71
chr10	84608464	84614355	Tcp11l2	+	0		1	0	1895	67	2882	4	0.001176125			0	1		NMD_in	0.001005	-0.2265	0.783
chr10	84917655	84925593	Ric8b	+	0		1	0	548	62	7110	4	0.002497502			0	1		NMD_in	0.6828375	1.24738	0.0869
